docdb_family_id,person_ctry_code,combined_count
87472346,SE,1
87472347,NO,3
87473724,NO,4
87473727,NO,3
87474048,NO,4
87474092,NO,4
87513982,NO,3
87514204,NO,3
87514244,NO,7
87517025,NO,2
87517025,PL,1
87517293,NO,3
87517433,NO,5
87519710,NO,3
87519771,NO,1
87519775,NO,1
87519911,NO,7
87521786,NO,2
87521786,US,5
87521808,NO,2
87521808,US,1
87521966,NO,1
87521966,US,1
87552676,NO,2
87552677,NO,2
87553504,NO,2
87553505,NO,3
87553506,NO,2
87554176,NO,2
87554589,NO,2
87554791,NL,1
87554791,NO,5
87557311,DE,1
87557311,NO,2
87557792,NO,2
87559274,NO,2
87559274,US,1
87559323,GB,1
87559323,NO,1
87559323,SG,1
87559323,US,2
87559733,CN,1
87559733,NO,2
87559733,US,1
87559748,NO,1
87559748,US,1
87560972,US,3
87560996,US,7
87561101,US,12
87564855,NO,3
87567711,NO,2
87568924,NO,2
87568926,NO,2
87571053,NO,1
87571053,PT,11
87571094,MT,1
87571094,NO,1
87573777,US,2
87573802,NO,1
87573802,US,1
87573806,NO,1
87573806,US,1
87574881,NO,20
87575113,NO,1
87575113,US,1
87577953,JP,3
87577953,NO,1
87578710,NO,2
87578752,CA,1
87578752,FR,1
87578752,NL,1
87578752,NO,3
87578752,US,1
87580140,DK,2
87580140,NO,2
87643911,NO,2
87695987,NO,3
87760171,NO,3
87760207,AU,2
87760207,FI,2
87760207,NO,1
87760224,DE,5
87760224,FI,1
87760224,NO,1
87760285,NO,3
87760285,US,3
87760543,NO,2
87762294,NO,1
87762294,US,1
87762686,AT,3
87762686,NO,3
87762763,NO,3
87762940,NO,3
87762973,NO,3
87766515,NO,4
87797661,NO,3
87802082,NO,2
87802083,NO,2
87803516,NO,5
87803643,NO,2
87803662,GB,1
87803662,NO,1
87845555,NO,5
87845555,US,2
87845615,NO,3
87848052,NO,3
87850120,NO,1
87850120,US,2
87863560,NO,3
87863592,NO,4
87863663,NO,2
87884081,NO,2
87884085,NO,2
87886652,NO,2
87886686,NO,3
87886696,NO,2
87886921,NO,2
87888027,NO,1
87888088,NO,2
87888093,NO,2
87930859,NO,1
87930859,US,5
87932159,NO,1
87932159,US,1
87933557,NO,4
87933868,NO,4
87934417,NO,2
87935544,NO,4
87935593,NO,3
87935594,NO,2
87935595,NO,2
87974641,NO,4
87974657,NO,4
87975470,NO,4
87975489,NO,2
87975712,NO,5
88012220,GB,1
88012220,NO,1
88020934,DE,1
88020934,NO,1
88023905,US,6
88060616,NO,3
88064656,NO,4
88064677,HU,1
88064677,NO,1
88067497,NO,2
88067497,US,1
88068341,US,4
88068451,US,10
88068917,NO,5
88069409,NO,5
88069678,BE,1
88069678,NO,3
88093107,NO,5
88093144,NO,2
88094711,GB,4
88094711,US,1
88095846,US,6
88096533,IN,3
88096533,NO,1
88096533,US,1
88101915,NO,2
88101915,SE,1
88143904,NO,2
88143943,NO,2
88143944,NO,2
88144554,NO,2
88146812,NO,2
88189661,NO,2
88192202,NO,2
88192291,NO,4
88193179,NO,1
88193179,US,1
88194133,NO,5
88194460,GB,2
88194460,NO,1
88194460,SE,1
88194460,US,1
88194470,GB,2
88194470,NO,1
88194470,SE,1
88194470,US,1
88194977,CA,1
88194977,FR,1
88194977,NL,1
88194977,NO,1
88194977,US,3
88194981,NO,1
88194981,US,5
88194996,CA,1
88194996,FR,1
88194996,NL,1
88194996,NO,1
88194996,US,3
88195003,CA,1
88195003,FR,1
88195003,NL,1
88195003,NO,1
88195003,US,4
88195067,NO,3
88197003,NO,3
88203231,NO,2
88204263,NO,2
88204414,NO,3
88204415,NO,2
88237341,NO,2
88237341,SE,1
88237498,NO,1
88237498,SE,1
88237748,NO,2
88239055,NO,1
88239055,US,1
88287269,NO,2
88291842,NO,2
88292092,KR,2
88292092,NO,1
88297034,US,8
88297326,NO,3
88297327,NO,4
88297328,NO,7
88297329,NO,2
88307068,NO,2
88307069,NO,2
88307088,NO,2
88307732,DE,5
88307732,NO,1
88315436,NO,2
88315776,NO,6
88315883,NO,2
88372548,NO,3
88372549,NO,2
88372550,NO,2
88405031,NO,2
88412321,NO,2
88414832,US,7
88417123,AT,1
88417123,NO,3
88420214,NO,6
88466563,AT,1
88466563,NO,3
88468966,NO,2
88469728,EC,1
88469728,NO,1
88469728,PL,9
88504989,NO,2
88505303,NO,2
88506538,NO,2
88506998,NO,2
88507021,NO,2
88511907,NO,2
88511907,US,1
88512106,NO,3
88512106,US,2
88517342,NO,3
88517479,NO,3
88519332,NO,2
88519342,NO,2
88558404,NO,2
88558570,NO,2
88564017,NO,2
88564018,NO,2
88564019,NO,2
88600651,NO,3
88648578,NO,1
88648578,US,1
88648901,NO,2
88650745,NO,8
88651410,NO,2
88689913,NO,3
88689941,NO,3
88690241,NO,2
88695472,NO,2
88695496,NO,2
88695532,US,6
88695592,NO,2
88695672,NO,3
88730602,NO,5
88730664,NO,2
88730677,NO,5
88731430,NO,3
88731432,NO,4
88731432,SA,2
88731432,US,1
88745797,NO,3
88745798,NO,3
88777737,NO,1
88777737,US,1
88778527,NO,2
88779310,NO,2
88792303,IT,2
88792303,NO,2
88792303,US,7
88792998,NO,2
88793193,NO,4
88793261,NO,2
88835617,NO,2
88835877,NO,2
88836573,NO,1
88836573,US,1
88837159,NO,3
88838970,NO,2
88839869,NO,2
88839931,NO,2
88839932,NO,2
88839937,NO,2
88863432,NO,4
88874460,NO,3
88874865,NO,3
88874960,NO,2
88876392,NO,3
88876392,US,1
88876420,NO,1
88876420,US,9
88877339,NO,2
88877934,NO,1
88877934,US,1
88878800,NO,1
88879084,NO,1
88879185,NO,1
88880588,NO,1
88919608,NO,2
88923596,NO,2
88965230,DK,1
88965230,NO,2
88969494,NO,2
88969820,NO,3
88974957,US,2
88975422,NO,3
88976229,NO,3
88976229,US,1
88977449,NO,2
88977449,SA,1
88977466,NO,1
88977466,US,4
88978326,NO,3
88978434,NO,2
88978458,NO,2
89022952,NO,1
89029748,NO,6
89030135,NO,2
89030136,NO,2
89030138,NO,2
89030139,NO,7
89068353,LT,5
89068353,NO,1
89068691,NO,2
89069285,NO,2
89069667,NO,2
89073267,NO,8
89073267,SE,1
89073669,NO,2
89076162,NO,4
89076426,NO,4
89077261,NO,1
89077261,US,2
89077372,NO,1
89077372,US,3
89077383,CA,2
89077383,KE,1
89077383,MX,1
89077383,NO,2
89077383,RO,1
89077383,US,1
89118755,NO,3
89118756,NO,5
89118759,NO,3
89118759,SE,1
89119582,NO,3
89121454,NO,2
89121757,NO,4
89122021,NO,4
89122166,NO,4
89146926,NO,7
89146927,NO,2
89146928,NO,6
89157898,NO,4
89157898,SA,2
89157898,US,1
89158735,NO,2
89158980,NO,4
89158993,NO,5
89159390,NO,2
89159394,NO,2
89170160,NO,1
89170160,US,2
89191705,NO,2
89223371,NO,3
89223699,NO,2
89223764,NO,8
89223798,NO,5
89223928,NO,2
89307366,NO,2
89307367,CA,1
89307367,NO,3
89308875,NO,1
89324075,NO,1
89324075,US,2
89380319,NO,2
89380343,NO,2
89381038,GB,1
89381038,NO,1
89381038,US,3
89381042,NO,1
89381042,US,5
89381205,NO,2
89381208,NO,2
89381210,NO,2
89384424,NO,5
89384425,NO,2
89386315,NO,2
89426963,GB,1
89426963,NO,3
89428665,NO,2
89429928,NO,3
89430485,NO,3
89430519,NO,3
89432752,NO,2
89433813,GB,1
89433813,NO,1
89452437,NO,2
89452600,NO,3
89453888,NO,2
89453891,NO,3
89473350,NO,2
89473444,NO,4
89473993,NO,3
89493229,ES,1
89493229,NO,1
89493229,US,2
89507486,NO,4
89507533,NO,2
89507632,NO,2
89508877,NO,2
89508937,NO,3
89508939,NO,2
89508961,NO,3
89509705,NO,1
89509705,US,1
89510091,GB,1
89510091,IE,3
89510091,NO,1
89510091,US,1
89510469,NO,1
89510469,US,2
89535689,CA,1
89535689,CH,1
89535689,ES,1
89535689,NO,2
89535906,NO,5
89535947,NO,6
89537178,NO,3
89537182,NO,2
89541321,NO,2
89543840,NO,1
89543841,NO,1
89543842,NO,1
89573860,FR,3
89573860,NL,1
89573860,NO,1
89573860,RO,2
89573860,US,1
89619962,NO,3
89648249,NO,2
89648250,NO,2
89648251,NO,2
89658325,NO,2
89658771,NO,2
89661356,NO,2
89662277,NO,2
89663044,NO,3
89707093,NO,2
89718004,NO,2
89718005,NO,2
89718006,NO,2
89719980,NO,1
89720027,NO,2
89722926,NO,2
89751940,NO,1
89751940,US,1
89767475,NO,1
89767475,SE,1
89768240,NO,3
89769722,CA,3
89769722,GB,1
89769722,NO,1
89770363,NO,3
89770363,US,3
89808638,DE,1
89808638,NO,2
89843965,NO,6
89846906,US,2
89847243,GB,2
89847243,NO,2
89854305,NO,2
89855868,NO,2
89906799,CH,1
89906799,NO,1
89906799,US,5
89907091,NO,2
89907091,US,1
89908407,NO,2
89941998,NO,2
89942008,NO,2
89942689,NO,4
89942690,NO,4
89942691,NO,2
89985081,IN,2
89985081,NO,1
89985081,US,1
89995487,NO,1
89995487,US,3
90013846,NO,3
90038817,NO,2
90086737,NO,2
90098444,NO,2
90098505,NO,1
90098505,US,1
90140795,NO,1
90140795,US,1
90141824,NO,1
90141824,SG,1
90141824,US,2
90243479,NO,1
90243479,US,1
90244897,NO,1
90244897,US,1
90300563,NO,1
90300563,PK,1
90345587,NO,3
90359174,NO,1
90359174,US,1
90360450,CN,1
90360450,NO,3
90360450,US,1
90360987,NO,3
90360987,US,1
90366879,NO,4
90453469,MT,3
90453469,NO,1
90453470,NO,2
90454757,NO,2
90470592,FI,1
90470592,NO,1
90470592,US,1
90470848,NO,1
90470848,US,3
90471714,NO,2
90472229,US,5
90478827,NO,2
90478835,NO,8
90526515,NO,2
90526516,NO,2
90526517,NO,2
90526518,NO,2
90526519,NO,2
90526520,NO,5
90526737,NO,2
90556510,NO,3
90566959,DK,1
90566959,NO,2
90574545,NO,9
90574545,US,1
90575234,NO,6
90608414,NO,2
90608417,NO,2
90608427,DK,1
90608427,NO,1
90608431,NO,6
90608448,NO,2
90668342,NO,2
90670060,NO,3
90714505,NO,2
90714506,NO,2
90728975,NO,3
90827158,NO,2
90833716,DE,1
90833716,DK,1
90833716,NO,3
90833716,US,1
90833843,NO,4
90833843,US,1
90898350,IN,4
90898350,NO,3
90898350,US,1
90911576,NO,2
90927424,MT,1
90927424,NO,3
90927841,NO,1
90927841,US,2
90931142,NO,4
90970795,NO,2
90970797,NO,2
91027663,NO,1
91027663,US,1
91028211,NO,1
91028211,US,1
91049131,GB,1
91049131,NO,1
91049131,SE,1
91070352,NO,2
91073713,NO,3
91075117,NO,2
91075118,NO,2
91079527,NO,1
91079527,US,2
91080319,GB,1
91080319,NO,2
91080319,US,1
91085138,NO,3
91085147,NO,2
91085161,NL,1
91085161,NO,1
91130355,NO,2
91130364,NO,2
91196378,NO,2
91196416,NO,2
91196427,NO,2
91227550,NO,1
91227557,NO,1
91227562,NO,1
91258166,NO,2
91258167,GB,1
91258167,NO,2
91278756,FR,1
91278756,NO,1
91278756,SE,1
91279445,NO,1
91279445,SG,1
91279445,US,3
91280232,NO,3
91323023,DK,3
91323023,NO,1
91335161,NO,2
91335162,CY,1
91335162,NO,3
91335163,NO,2
91335926,DK,1
91335926,NO,2
91379791,GB,1
91379791,NO,7
91382314,NL,1
91382314,NO,4
91432202,NO,2
91432203,NO,2
91433673,NO,3
91473097,NO,4
91473097,US,1
91486190,NO,2
91486216,NO,5
91486220,NO,2
91530369,NO,2
91530370,NO,2
91538774,NO,2
91538775,NO,2
91539588,NO,2
91539742,NO,3
91583578,DE,1
91583578,NO,1
91583578,US,1
91585071,CN,3
91585071,NO,2
91585071,US,1
91589633,NO,3
91621346,NO,3
91621347,NO,2
91622740,NO,3
91644030,NO,2
91644030,US,1
91647717,IN,5
91647717,NO,3
91647717,US,1
91700689,NO,2
91700690,NO,3
91718578,NO,4
91719563,NO,2
91719564,NO,2
91835290,NO,2
91845330,NO,5
91845610,NO,1
91845610,US,4
91924614,NO,3
91934015,NO,1
91934015,US,4
91959517,NO,2
91959518,NO,2
91960040,NO,4
91964614,NO,1
91964614,SE,1
92539261,DK,1
92539261,NO,2
92539310,NO,2
92634649,NO,3
92893848,NO,2
92931180,HU,1
92931180,NO,1
92931180,US,1
93011202,NO,2
93285385,NO,1
93285385,US,4
93457243,NO,1
93457248,NO,1
93522799,NO,1
93932088,NO,2
94174178,NO,1
94174178,US,4
94322274,NO,2
94477754,ES,1
94477754,NO,3
94477787,NO,3
