docdb_family_id,person_ctry_code,combined_count
81748742,NO,1
81748770,US,4
81748833,NO,4
81750372,NO,2
81750431,IN,2
81750431,NO,1
81750644,NO,3
81750644,SK,2
81755416,NO,3
81841920,FR,1
81841920,NO,3
81841971,NL,2
81841971,NO,1
81842114,DE,3
81842114,GB,1
81842114,NO,1
81846492,DE,1
81846492,NO,1
81850269,NO,4
81850423,NO,6
81850937,DE,1
81850937,NO,1
81851058,NO,5
81851424,NO,3
81851786,FR,7
81851951,BN,1
81851951,NO,3
81851951,US,1
81851961,CH,1
81851961,NO,1
81852021,GB,1
81852021,NO,4
81854365,NO,1
81854365,PL,1
81854429,IN,2
81854429,NO,2
81854511,KR,1
81854511,NO,2
81854511,SE,1
81854561,KR,1
81854561,NO,2
81854561,SE,1
81927810,FR,2
81927810,NO,1
81940399,NO,3
81940532,US,10
81940685,FI,7
81940685,NO,10
81940740,ES,3
81940740,NL,3
81940740,NO,1
81940992,CH,1
81940992,NO,3
81941029,NO,2
81941056,NO,2
81941057,NO,2
81941183,NO,5
81942679,NO,1
81942679,US,3
81943752,NO,3
81943752,US,2
81943850,NO,7
81943853,FI,1
81943853,NO,1
81943896,NO,2
81943952,NO,2
81975344,NO,1
81975344,RO,2
81975363,NO,4
81975364,NO,2
81984568,NO,3
82016277,NO,3
82016278,NO,3
82016296,NO,3
82016317,NO,5
82016364,NO,3
82016518,NO,6
82016537,NO,9
82016557,NO,9
82016574,NO,7
82016579,NO,2
82016622,NO,1
82016622,SE,2
82019174,NO,2
82019386,IR,2
82019386,NO,2
82019693,NO,3
82019888,NO,5
82020037,FR,1
82020037,NO,1
82020037,SG,1
82020091,NO,4
82020136,NO,3
82020824,NO,5
82020967,GB,3
82020967,NO,1
82021181,NO,2
82021181,US,2
82023435,NO,2
82024111,NO,2
82058188,NO,2
82058243,NO,2
82058327,NO,2
82058327,SE,1
82058327,US,2
82058424,NO,2
82058424,SE,1
82058424,US,2
82058491,NO,3
82067491,NO,2
82067531,NO,3
82100296,NO,1
82100296,US,1
82100506,NO,4
82100708,NO,4
82115495,NO,2
82115521,NO,2
82115566,NO,4
82115571,NO,2
82115682,NO,2
82115682,SE,2
82115682,US,1
82115838,NO,2
82115841,NO,2
82117078,BE,1
82117078,NL,1
82117078,NO,1
82117223,NO,3
82117223,US,1
82117448,DK,5
82117448,NO,1
82117448,US,5
82117604,NO,3
82156126,NO,4
82156162,GB,1
82156162,NO,3
82156174,NO,4
82156199,NO,2
82156204,NO,2
82156385,DK,1
82156385,NO,1
82156720,FR,1
82156720,NO,1
82163351,NO,2
82163379,NO,2
82196722,JP,1
82196722,NO,2
82199329,DE,4
82199329,NO,4
82199334,DE,4
82199334,NO,4
82199505,NO,2
82214228,CH,1
82214228,NO,2
82214350,JP,1
82214350,NO,2
82220583,NO,2
82220654,NO,5
82258190,DK,1
82258190,NO,1
82258192,NO,2
82258236,DK,1
82258236,NO,1
82258334,NO,4
82258572,NO,4
82270634,NO,2
82270661,NO,6
82270661,US,1
82270675,NO,2
82308501,NO,3
82319609,LV,1
82319609,NO,1
82319840,NO,2
82319860,NL,1
82319860,NO,2
82320063,NO,3
82321313,NO,4
82321401,NO,4
82321424,NO,1
82321424,US,3
82321568,NO,2
82324047,GB,1
82324047,NO,4
82324131,NO,6
82357374,NO,2
82357377,NO,4
82357379,NO,2
82357385,NO,7
82357393,NO,7
82357398,NO,4
82358432,NO,3
82358531,NO,7
82358547,NO,2
82358646,NO,2
82361296,NO,9
82385593,NO,5
82399210,NO,2
82399406,DE,1
82399406,NO,4
82399667,NO,3
82399708,NO,2
82403410,NL,8
82403410,NO,1
82403410,SE,14
82404009,NO,2
82404066,NO,4
82404145,NO,3
82404145,SE,1
82404235,NO,3
82404265,NO,1
82404265,US,1
82404571,NO,4
82448702,GB,1
82448702,NO,2
82448702,US,1
82482532,NO,2
82482532,US,1
82482895,NO,3
82483026,NO,3
82483094,NL,1
82483094,NO,2
82483540,BE,2
82483540,ES,3
82483540,FR,4
82483540,NO,1
82483540,PL,2
82492391,NO,3
82492426,NO,2
82492556,NO,2
82492654,NO,2
82492832,DE,1
82492832,NO,2
82492832,US,2
82492867,CN,4
82492867,NO,4
82493530,DE,1
82493530,NO,1
82493863,NO,2
82494071,NO,4
82495684,NO,4
82495692,NO,4
82496202,FI,1
82496202,GB,1
82496202,NO,2
82496277,NO,3
82546990,NO,2
82547539,BE,2
82547539,NO,1
82548462,NO,3
82548970,NO,6
82549023,NO,3
82557899,NO,3
82557899,SE,1
82594784,NO,5
82594970,NO,2
82595230,NO,2
82608433,NO,5
82608516,NO,2
82611111,NO,4
82653737,NO,2
82653738,NO,2
82653740,NO,3
82654901,CA,1
82654901,FR,1
82654901,IN,1
82654901,NL,1
82654901,US,1
82655098,NO,5
82655111,NO,2
82655150,NO,4
82655181,NO,2
82693795,NO,2
82693796,NO,2
82693870,NO,2
82693949,NO,2
82701768,CH,1
82701768,NO,1
82701768,SE,3
82701928,DE,1
82701928,NO,1
82701991,NO,5
82702943,NO,10
82703084,NO,3
82704521,GB,1
82704521,NO,3
82704521,US,1
82705247,BR,4
82705247,NO,1
82705269,NO,4
82705338,NO,3
82705339,NO,2
82705483,BR,4
82705483,NO,1
82705570,NO,2
82741651,NO,4
82741657,NO,2
82741702,AE,6
82741702,CA,1
82741702,FR,1
82741702,IT,1
82741702,NL,1
82741702,NO,1
82741702,US,1
82748122,NO,1
82748122,US,1
82780826,NL,4
82781111,NO,5
82786642,NO,3
82802511,NO,2
82802634,NO,4
82802653,NO,3
82838017,NO,3
82838017,US,1
82838019,NO,5
82838024,NO,3
82838128,DK,3
82838128,NO,1
82838980,NO,2
82839251,CH,2
82846144,FR,1
82846144,NO,4
82846310,NO,2
82846328,FR,1
82846328,GB,1
82846328,NO,1
82850657,NO,3
82851645,NO,6
82851717,NO,3
82898868,NO,1
82898868,SE,1
82899025,NO,3
82899372,NO,2
82900535,US,3
82900631,FI,1
82900631,NO,1
82931537,NO,3
82931542,NO,2
82931551,NO,2
82932396,NO,6
82932514,NO,2
82932766,NO,2
82939746,BE,1
82939746,FR,1
82939746,IT,2
82939746,NO,1
82939922,NO,5
82940046,NO,2
82942524,CN,3
82942524,GB,1
82942524,NO,1
82942524,US,3
83004587,CH,2
83004587,NO,2
83004735,FR,1
83004735,NO,3
83004832,NO,13
83046391,NO,2
83048370,NO,3
83048398,NO,5
83048400,NO,3
83048401,NO,6
83050003,NO,1
83050003,US,2
83059139,NO,3
83081607,NO,2
83115333,FR,1
83115333,NO,2
83115363,DE,2
83115363,NO,1
83115512,BE,1
83115512,NL,1
83115512,NO,4
83116964,US,3
83149127,NO,2
83149261,NO,1
83149261,US,1
83149420,NO,3
83151683,NO,2
83151773,DE,1
83151773,NO,2
83154365,NO,3
83154371,NO,3
83154375,NO,2
83154376,NO,2
83188077,AU,1
83188077,NO,1
83188283,NO,3
83189239,MC,1
83189239,NO,2
83191828,ES,3
83191828,NL,3
83191828,NO,1
83191856,NO,2
83191952,NO,2
83191999,GB,2
83191999,NO,5
83193207,FR,1
83193207,NO,2
83193232,FR,1
83193232,NO,1
83193236,GB,1
83193236,NO,2
83193274,FR,1
83193274,NO,1
83193330,NO,3
83193362,CA,3
83193362,NO,1
83193362,US,2
83193536,FR,1
83193536,NO,2
83193543,NO,4
83193627,FR,1
83193627,NO,3
83226352,DK,1
83226352,NO,1
83226950,NO,3
83226953,NO,3
83226956,NO,3
83227280,CA,1
83227280,FR,1
83227280,NL,1
83227280,NO,1
83227280,US,1
83228860,NO,2
83232598,DE,4
83232598,NO,3
83232796,AU,1
83232796,NO,1
83265704,NO,3
83271101,DE,4
83271101,NO,3
83271154,DE,4
83271154,NO,3
83271166,KR,1
83271166,NO,2
83271166,SE,1
83271293,NO,2
83271346,NO,2
83271688,NO,2
83280286,BE,1
83280286,NL,1
83280286,NO,3
83280302,NO,4
83280424,NO,2
83280526,NO,2
83280530,BE,1
83280530,NL,1
83280530,NO,4
83283103,NO,5
83283191,BE,1
83283191,NL,1
83283191,NO,3
83285501,NO,4
83318880,NO,2
83318908,AU,1
83318908,NO,1
83318998,AU,1
83318998,NO,1
83321527,NO,5
83322546,NL,1
83322546,NO,2
83355291,NO,4
83355291,US,1
83355415,NO,3
83355527,CH,1
83355527,NO,3
83355801,NO,2
83360893,NO,2
83361042,NO,2
83361222,NO,5
83361320,NO,2
83363180,US,2
83363246,US,2
83364984,FI,1
83364984,NO,1
83380825,NO,4
83395966,NO,6
83395979,NO,2
83396100,CA,1
83396100,FR,1
83396100,NL,1
83396100,NO,3
83396100,RO,1
83396100,US,1
83398157,NO,2
83398304,NO,3
83398425,NO,3
83398476,NO,2
83400691,NO,2
83400834,NO,4
83401951,NO,2
83438284,NO,2
83440063,NO,2
83440072,NO,2
83447795,US,5
83457483,NO,3
83459741,NO,5
83505504,CA,4
83505504,NO,1
83506257,NO,2
83507570,ES,1
83507570,GB,1
83507570,GR,5
83507570,NO,6
83508729,CH,1
83508729,NO,7
83545728,NO,2
83545728,US,1
83546808,NO,1
83546808,US,1
83558022,NO,3
83558072,NO,4
83558073,GB,1
83558073,NO,4
83558141,CA,1
83558141,CH,1
83558141,ES,1
83558141,NO,2
83558278,NO,3
83586993,NO,4
83594174,NO,2
83594243,BE,1
83594243,FR,1
83594243,NO,3
83594243,SE,1
83598563,NO,3
83640899,NO,5
83640907,NO,2
83640917,NO,2
83657842,NO,3
83658162,NO,4
83688636,NO,3
83688643,NO,3
83689843,NO,1
83689843,SE,1
83690003,NO,2
83690083,IT,3
83690083,US,1
83691075,FI,1
83691075,NO,5
83691075,SE,1
83691374,NO,2
83692955,NL,1
83692955,NO,6
83693055,NO,3
83693155,BE,2
83693155,NO,1
83693933,NO,1
83693933,SA,1
83693933,US,2
83722551,NO,2
83722553,NO,4
83722556,NO,2
83722557,NL,2
83722557,NO,7
83723140,FR,2
83723140,GB,1
83723140,NO,1
83723140,US,1
83808491,FI,1
83808491,NO,1
83838579,NO,2
83847140,NO,7
83847143,NO,3
83848905,GB,1
83848905,NO,1
83898077,NO,3
83898498,CH,1
83898498,ES,2
83898498,NO,1
83899371,AU,4
83899371,US,2
83901259,NO,2
83901259,US,1
83901590,NO,2
83902117,NO,4
83902160,NO,3
83902222,NO,2
83903271,NO,3
83903310,NO,7
83903310,US,1
83903326,DE,3
83903326,NO,1
83931627,NO,3
83931666,NO,1
83931666,US,4
83931679,FR,5
83931702,FR,1
83931702,GB,1
83931702,NO,1
83931726,NO,2
83931742,NO,2
83931742,US,1
83931862,NO,3
83931874,NO,3
83932887,NO,3
83932889,NO,7
83932892,NO,2
83932969,NO,3
83932969,US,2
83933415,NO,2
83945106,NO,3
83945204,NO,4
83978610,NO,2
83994952,DK,4
83994952,NO,1
83995063,FR,2
83995063,NO,1
83995396,NO,4
83995521,GB,1
83995521,NO,8
83996555,DE,3
83996555,NO,1
83996643,FI,2
83996643,NO,1
83998677,NO,1
83998677,US,1
83999582,CA,1
83999582,FR,1
83999582,NL,1
83999582,NO,1
83999582,US,3
84000344,NO,5
84028775,NO,6
84028781,NO,2
84044118,BE,1
84044118,NO,2
84044710,NO,2
84044871,NO,2
84045077,DE,1
84045077,NO,2
84045093,NL,4
84045093,NO,1
84045111,NO,2
84046074,NO,3
84047713,NO,1
84047713,SE,1
84047781,NO,2
84102990,AE,1
84102990,BR,1
84102990,CA,1
84102990,CN,3
84102990,FR,1
84102990,GB,1
84102990,NL,1
84102990,NO,1
84102990,US,1
84103488,GB,1
84103488,NO,2
84103488,US,1
84110344,NO,4
84140688,NO,2
84140693,NO,3
84140711,NO,2
84140824,NO,1
84140824,US,2
84179481,NO,2
84179481,US,1
84195218,GB,3
84195218,NO,3
84195361,NO,2
84228310,FR,1
84228310,NL,1
84228310,NO,1
84230281,FR,1
84230281,NL,1
84230281,NO,1
84245750,NO,7
84245781,NO,2
84246047,AT,1
84246047,NO,1
84246126,NO,6
84285060,NO,2
84286009,US,3
84286076,NO,1
84286076,US,2
84322529,CA,2
84322529,NO,2
84323469,DM,1
84323469,NO,2
84323471,NO,2
84323472,NO,2
84323475,NO,2
84329537,NO,5
84329593,NO,4
84329957,NO,2
84330049,NO,2
84330198,FI,1
84330198,NO,2
84330198,US,1
84330392,NO,2
84330699,NO,2
84330726,NO,2
84330791,IN,5
84330791,NO,1
84330791,US,1
84331088,NL,1
84331088,NO,2
84331622,NO,6
84331622,US,1
84331791,SE,9
84331882,NO,3
84332329,CN,1
84332329,NO,3
84358416,NO,3
84358440,BE,1
84358440,FR,1
84358440,IT,1
84358440,NL,3
84358440,NO,1
84359663,NO,3
84359819,NO,6
84359885,NO,2
84360441,NO,3
84360637,GB,2
84360637,IE,1
84360637,NO,1
84360701,CH,1
84360701,NO,2
84361081,NO,2
84361120,NO,2
84361381,CH,1
84361381,NO,2
84361923,NO,3
84362063,NO,2
84362151,NO,5
84362155,NO,2
84362198,FR,1
84362198,NO,2
84362429,NO,4
84362446,GB,1
84362446,NO,5
84362527,NO,3
84362530,NO,2
84362609,NO,2
84363015,NO,4
84363227,NO,3
84363227,SE,1
84363675,NO,4
84363993,NO,3
84364003,NO,2
84365420,NO,9
84365420,US,9
84365428,NO,4
84365605,NO,2
84367351,NO,2
84367356,CA,1
84367356,DE,2
84367356,NO,1
84367356,US,1
84367489,GB,1
84367489,NO,4
84367565,DE,1
84367565,NO,2
84367579,DE,1
84367579,IE,1
84367579,NO,1
84369636,NO,2
84370164,NO,5
84370645,NO,7
84370755,NO,1
84370827,NO,3
84387566,NO,1
84387566,US,1
84387811,NO,2
84387933,NO,1
84387933,US,1
84389249,NO,2
84389357,NO,2
84390937,NO,2
84390937,US,2
84421315,NO,2
84421414,GB,3
84421414,NO,1
84421414,PK,1
84421564,NO,2
84421564,US,1
84439873,NO,2
84440068,NO,3
84440101,NO,4
84440101,PT,5
84462687,NO,7
84463136,GB,7
84463136,NO,5
84487455,NO,2
84487475,NO,2
84487539,NO,2
84487816,NO,9
84488049,NO,2
84488816,NO,6
84488816,US,1
84519385,NO,3
84519503,NO,1
84519503,US,1
84519697,BE,1
84519697,NO,1
84519785,NO,3
84519860,NO,2
84519860,PL,1
84519954,NO,4
84526276,NO,5
84526278,NO,3
84526709,NO,1
84526709,US,4
84526777,GB,1
84526777,NO,3
84526777,US,1
84534580,NO,6
84534778,NO,2
84534778,SE,1
84534804,NO,3
84535741,NO,4
84535861,NO,2
84537126,DK,3
84537126,NO,2
84539872,GB,1
84539872,NO,1
84539966,NO,3
84540302,NO,2
84540471,NO,4
84540520,NO,6
84540558,NO,2
84540648,GB,3
84540648,NO,1
84540648,SE,3
84540650,GB,3
84540650,NO,1
84540650,SE,3
84540922,NO,2
84543084,GB,1
84543084,NO,1
84544681,NO,2
84544683,NO,2
84544684,NO,1
84544684,SE,1
84544814,NO,2
84544814,US,7
84544947,CA,1
84544947,FR,2
84544947,NL,1
84544947,NO,1
84544947,RO,1
84544947,US,1
84545910,CA,1
84545910,FR,2
84545910,NL,1
84545910,NO,1
84545910,US,6
84545916,CA,1
84545916,FR,2
84545916,NL,1
84545916,NO,1
84545916,US,6
84545920,CA,1
84545920,FR,2
84545920,NL,1
84545920,NO,1
84545920,US,6
84546105,NO,4
84546136,NO,2
84546256,NO,2
84546256,US,1
84546481,NO,3
84546484,NO,3
84569226,NO,3
84569226,US,1
84602319,CH,1
84602319,NO,5
84602414,NO,2
84602637,FR,1
84602637,NO,2
84602637,SE,2
84688156,NO,3
84688256,NO,3
84688281,DK,1
84688281,NO,1
84688309,NO,2
84688325,NO,2
84689101,NO,3
84689242,NO,2
84689271,NO,2
84690703,CA,1
84690703,FR,1
84690703,GB,1
84690703,NL,1
84690703,NO,1
84690703,US,1
84691996,NO,3
84691998,NO,4
84692002,NO,4
84693268,NO,2
84766987,CH,1
84766987,NO,3
84767055,NL,1
84767055,NO,2
84767071,NO,2
84785196,NO,2
84799742,CH,1
84799742,NO,1
84799814,NO,2
84799967,NO,2
84801836,NO,5
84801839,NO,5
84801842,NO,2
84801849,NO,5
84801856,NO,7
84801858,NO,2
84801862,NO,4
84801870,NO,2
84801873,NO,2
84817389,NO,2
84817486,NO,2
84817708,GB,3
84817708,NO,2
84817708,US,1
84817850,NL,1
84817850,NO,2
84817856,NO,2
84818101,NO,7
84818401,GB,3
84818401,NO,1
84818426,GB,2
84818426,NO,2
84818454,NO,5
84818592,GB,1
84818592,NO,2
84819845,NO,3
84820400,NO,2
84829497,NO,1
84829497,US,3
84830110,NO,2
84830155,NO,2
84839735,NO,2
84839736,NO,2
84839738,NO,3
84839750,NO,2
84840046,NO,3
84887267,US,4
84887615,NL,1
84887615,NO,1
84887804,FR,1
84887804,NO,3
84888667,NO,1
84888667,US,3
84888767,US,3
84888782,NO,3
84888805,NO,2
84888843,NO,2
84889036,GB,1
84889036,NO,2
84889039,GB,2
84889039,NO,2
84889039,SE,1
84889064,NO,3
84889083,GB,1
84889083,NO,4
84889130,GB,1
84889130,NO,4
84889137,GB,3
84889137,NO,1
84889152,GB,1
84889152,NO,3
84889152,SE,1
84889179,NO,2
84889593,NO,3
84901273,FR,1
84901273,NO,4
84901362,NO,2
84901410,FR,1
84901410,NO,2
84901510,FR,1
84901510,NO,3
84901527,NO,2
84901591,NO,2
84901615,FR,1
84901615,NO,1
84901637,NO,4
84919565,NO,2
84919567,NO,3
84923264,BE,1
84923264,NO,1
84926255,NO,8
84926256,NO,2
84926480,NO,1
84926480,US,1
84926513,NO,2
84926627,NO,2
84943638,NO,5
84974607,NO,3
84974613,GB,1
84974613,NO,2
84974615,GB,3
84974615,NO,1
84974820,NO,2
84980529,CA,1
84980529,FR,1
84980529,NL,1
84980529,NO,1
84980529,US,4
84981147,NO,2
84981598,NO,2
84981702,NO,3
84982067,NO,2
84982303,NO,6
84982579,NO,3
85017752,NO,2
85017752,US,2
85017831,NO,5
85018008,NO,2
85018269,FR,1
85018269,NO,2
85018269,SE,1
85018330,NO,2
85018420,FR,1
85018420,NO,2
85018420,SE,1
85018559,NO,4
85018814,NO,2
85019074,NO,4
85035973,NO,2
85035997,NO,3
85036040,NO,3
85036194,NO,2
85036446,NO,2
85036669,NO,1
85036672,NO,1
85036674,NO,1
85036833,NO,4
85038682,NO,2
85076022,NO,1
85076022,US,2
85076200,FR,6
85076200,NO,1
85076211,NO,4
85076336,US,5
85076447,FR,6
85076447,NO,1
85078622,NO,2
85085964,CA,4
85085964,NO,1
85087092,NO,2
85121924,NO,3
85129957,NO,2
85130174,NO,2
85130184,NO,2
85132921,DK,3
85132921,NO,1
85150612,NO,2
85150688,NO,3
85155998,NO,2
85156004,IS,1
85156004,NO,5
85156037,NO,1
85156037,SE,2
85157210,NO,2
85157499,NO,2
85158924,NO,4
85160609,NO,3
85172699,FI,1
85172699,NO,2
85172699,US,1
85173073,NO,3
85173073,US,1
85174035,NO,4
85174035,US,1
85198830,NO,1
85198830,US,1
85199278,GR,1
85199278,IN,2
85199278,US,3
85200906,IS,1
85200906,NO,5
85200916,NO,4
85200918,NO,3
85202425,NO,3
85202426,NO,2
85221940,NO,4
85221940,US,1
85225044,NO,6
85225330,NO,2
85227406,NO,2
85229080,NO,2
85240839,NO,3
85240874,NO,3
85240955,CA,1
85240955,FR,1
85240955,GB,2
85240955,NL,1
85240955,NO,1
85240955,SG,1
85240955,US,1
85277957,NO,2
85278118,NO,2
85278251,NO,3
85278365,NO,2
85278365,US,2
85283804,NO,4
85284980,NO,1
85284980,SE,1
85285077,NO,2
85285077,SE,2
85285077,US,1
85285119,DE,1
85285119,NO,2
85285236,NO,3
85322024,NO,3
85322028,NO,4
85323219,CA,1
85323219,FR,1
85323219,NL,1
85323219,NO,1
85323219,US,4
85323226,CA,1
85323226,FR,1
85323226,NL,1
85323226,NO,3
85323226,US,1
85328647,DE,1
85328647,KE,1
85328647,NO,17
85328647,PL,1
85328647,US,1
85381234,NO,4
85381315,NO,2
85382708,NO,4
85383043,NO,3
85383049,US,9
85387134,NL,1
85387134,NO,2
85410101,NO,2
85410331,NO,2
85412976,NO,2
85415350,DE,1
85415350,NO,2
85461715,NO,2
85461715,SE,2
85476167,NO,3
85476261,NO,3
85476294,NO,3
85477925,NO,3
85478511,NO,2
85478511,US,1
85479528,GB,2
85479528,NO,3
85479528,US,1
85505422,NO,3
85506878,NO,2
85507075,NO,3
85507075,US,1
85507708,CA,1
85507708,FR,1
85507708,NL,1
85507708,NO,2
85507708,US,1
85511085,NO,2
85511085,RO,1
85556810,IT,1
85556810,NO,7
85556810,US,1
85572871,NO,3
85603314,NO,2
85603316,NO,4
85603422,CA,1
85603422,FR,1
85603422,NL,1
85603422,NO,3
85603422,US,1
85603562,CA,1
85603562,FR,2
85603562,NL,1
85603562,NO,1
85603562,US,2
85603566,CA,1
85603566,FR,2
85603566,NL,1
85603566,NO,1
85603566,US,3
85640846,NO,3
85641078,NO,2
85641807,NO,2
85641808,NO,6
85641809,AU,1
85641809,NO,1
85685392,NL,1
85685392,NO,6
85703617,NO,3
85703746,NO,6
85720995,NO,2
85721115,CA,1
85721115,FR,1
85721115,NL,1
85721115,NO,2
85721115,US,1
85724679,NO,9
85724734,NO,2
85724873,NO,3
85727115,NO,8
85772061,NO,3
85772139,US,4
85772311,NO,2
85774431,NO,3
85783293,NO,3
85783296,NO,2
85783297,NO,4
85783304,NO,2
85792745,FI,1
85792745,NO,1
85792794,NO,4
85796878,NO,2
85797205,NO,1
85797205,SE,1
85797536,NO,1
85797536,US,3
85797973,NO,2
85797973,US,1
85799539,FI,1
85799539,NO,1
85799567,NO,4
85800547,NO,2
85800760,NO,1
85800760,US,3
85800820,NO,3
85803672,IN,4
85803672,NO,3
85803672,US,2
85804561,NO,2
85804741,NO,1
85804741,US,4
85936821,NO,2
85937021,NO,2
85937174,AT,1
85937174,NO,1
85937390,NO,3
85937644,DK,1
85937644,NO,2
85979675,NO,3
85979701,DE,1
85979701,NO,3
85979851,DE,1
85979851,NO,3
85980666,NO,2
85980716,NO,3
85982447,FI,1
85982447,NO,2
85982447,US,1
85982448,NO,2
85983027,NO,6
85983027,US,1
85985135,NO,4
85987613,NO,2
85987615,NO,4
85987618,NO,2
85987618,SE,1
85988852,NO,1
85988852,US,2
86008097,NO,2
86052143,NO,3
86055911,IN,3
86055911,NO,1
86055911,US,1
86057386,NO,2
86057386,US,2
86058436,NO,4
86058438,NO,2
86058443,NO,2
86058450,NO,2
86058491,NO,2
86058493,NO,2
86058507,NO,2
86059572,CA,1
86059572,FR,1
86059572,GB,2
86059572,NL,1
86059572,NO,1
86059572,US,1
86097364,NO,3
86097367,NO,2
86099929,NO,3
86100984,NO,6
86158454,CA,1
86158454,FR,1
86158454,IN,5
86158454,NL,1
86158454,US,1
86160204,AU,2
86160204,NO,4
86185143,CA,1
86185143,CH,1
86185143,ES,1
86185143,NO,2
86185382,NO,2
86226439,NO,3
86226811,NO,3
86226845,NO,2
86229023,US,5
86229725,NO,1
86229725,US,2
86241453,AU,1
86241453,NO,1
86241480,NO,2
86241930,CA,1
86241930,FR,1
86241930,NL,1
86241930,NO,3
86241930,US,1
86241986,CA,1
86241986,FR,1
86241986,GB,1
86241986,IT,1
86241986,NL,1
86241986,NO,1
86241986,US,3
86272285,NO,3
86272477,NO,5
86282126,NO,1
86282729,NO,3
86285976,NO,3
86285976,US,2
86316315,FR,2
86316315,NO,1
86324252,US,4
86328850,NO,3
86329437,NO,7
86329647,NO,6
86329935,NO,2
86331818,NO,4
86332188,NO,3
86336484,NO,2
86336502,NO,2
86336511,NO,3
86336513,NO,4
86378268,NO,2
86382646,NO,2
86382684,NO,3
86382689,NO,2
86382690,NO,2
86382764,NO,3
86382981,NO,4
86387114,NO,2
86397548,NO,6
86397555,NO,3
86397556,NO,3
86397557,NO,2
86397565,NO,2
86397593,NO,1
86397593,SE,2
86397669,CA,1
86397669,FR,2
86397669,NL,1
86397669,NO,2
86397669,US,5
86397933,NO,5
86397933,US,5
86424661,NO,5
86424661,SE,1
86424664,NO,2
86424897,NO,2
86426168,NO,2
86497585,DE,1
86497585,NO,2
86497710,NO,5
86499756,FI,3
86499756,NO,1
86499913,IN,5
86499913,NO,1
86499913,US,1
86540228,NO,6
86546567,NO,2
86548533,NO,2
86558836,BE,1
86558836,NL,1
86558836,NO,2
86603877,NO,4
86605075,NO,2
86605233,NO,3
86605316,NO,5
86608414,NO,1
86608414,US,2
86609564,NO,3
86609564,US,2
86612870,NO,1
86612870,US,1
86646504,NO,2
86657167,NO,4
86657376,BE,1
86657376,NO,1
86692777,NO,2
86692955,NO,2
86693050,NO,6
86693792,NO,2
86693844,NO,4
86693845,NO,3
86693930,NO,1
86693930,US,2
86693961,IN,3
86693961,NO,1
86693961,US,1
86695162,NO,1
86695162,SG,2
86695162,US,1
86710670,NO,6
86710723,NL,3
86710723,NO,1
86710777,NO,3
86729205,NO,2
86730827,NO,3
86730827,SE,1
86730870,NO,2
86730878,NO,2
86730880,NO,3
86730882,NO,3
86730883,NO,3
86730885,FI,1
86730885,NO,1
86732068,NO,4
86732553,NO,3
86732723,NO,3
86733429,NO,3
86760240,NL,4
86760595,NO,2
86763409,NO,4
86764517,US,6
86764634,NO,3
86764667,NO,1
86764667,SE,1
86764738,NO,3
86764818,NO,2
86767578,NO,3
86768230,GB,1
86768230,NO,2
86768230,SE,1
86771333,NO,1
86771333,SE,1
86771338,NO,3
86771342,NO,1
86771342,SE,1
86773217,NO,6
86773219,NO,6
86773220,NO,1
86773220,US,1
86773468,NO,2
86773468,US,3
86775363,BD,2
86775363,DE,1
86775363,IN,2
86775363,NO,1
86851452,NO,3
86851452,SE,1
86861714,NO,4
86862100,NO,2
86895752,NO,6
86895753,NO,2
86898145,NO,1
86898145,US,2
86899166,NO,2
86903241,NO,2
86903252,NO,2
86903254,NO,2
86903259,NO,2
86903264,NO,3
86903267,NO,3
86903439,NO,2
86903950,NO,2
86904000,NO,4
86904054,DE,1
86904054,IN,1
86904054,NO,2
86904054,US,2
86904073,NO,2
86904073,PL,1
86904073,SE,1
86904394,NO,3
86942010,NO,2
86942377,NO,2
86942897,NO,2
86949056,NO,3
86949116,NO,2
86949118,NO,2
86999813,NO,3
86999829,BY,1
86999829,NO,2
87001786,NO,3
87001850,NO,2
87001907,NO,4
87002998,NO,2
87003152,NO,2
87035943,NO,1
87035943,US,2
87036043,NO,3
87036963,NO,3
87036967,DE,3
87036967,FI,1
87036967,NO,1
87036970,NO,3
87037343,NO,4
87059803,NO,3
87059806,NO,2
87060118,NO,2
87060723,NO,4
87068787,NO,3
87070496,NO,2
87070496,US,1
87074598,NO,2
87074742,NO,3
87136887,NO,3
87136914,NO,2
87155665,NO,2
87157013,NO,2
87157881,NO,3
87158083,NO,3
87160462,NO,2
87161489,NO,1
87161489,US,1
87162201,GB,1
87162201,NO,3
87163338,NO,2
87163338,US,4
87196211,DK,2
87196211,NO,1
87196336,NO,1
87196336,SE,1
87201932,NO,3
87201988,NO,3
87202546,NO,1
87245461,DK,2
87245461,NO,1
87245562,NO,6
87245620,DK,3
87245620,NO,1
87312601,NO,3
87312887,NO,2
87348612,NO,2
87348617,NO,2
87377700,FR,1
87377700,NO,2
87377700,US,3
87377966,NO,2
87378624,NO,2
87378625,NO,2
87418866,NO,2
87419357,NO,2
87419358,NO,5
87424130,NO,3
87424131,NO,2
87430510,NO,4
87430510,SG,3
87430510,US,3
87430599,NO,4
87430599,SG,2
87430599,US,3
87430779,NO,4
87430779,SG,2
87430779,US,3
87431537,NO,1
87431537,US,2
87431629,NO,2
87431651,NO,2
87432030,IN,3
87432030,NO,1
87432030,US,1
87468463,NO,3
87468469,NO,2
87468524,NO,4
87468600,NO,3
87472293,NO,3
87472298,NO,3
87472322,NO,3
87472344,NO,2
87472346,NO,2
