docdb_family_id,person_ctry_code,combined_ratio
66240167,GB,0.75
66240167,NO,0.25
66243532,NO,0.125
66243532,US,0.875
66251813,NO,1.0
66540312,NO,1.0
66826923,IN,0.2
66826923,NO,0.2
66826923,SG,0.6
66826977,NO,1.0
66826985,NO,1.0
67145844,NO,1.0
67220698,NO,1.0
67262338,DE,0.6666666666666666
67262338,NO,0.3333333333333333
67297301,NO,0.16666666666666666
67297301,US,0.8333333333333334
67441564,NO,1.0
67511647,NO,1.0
67623215,NO,1.0
67684686,CA,0.5
67684686,NO,0.5
67700158,NO,1.0
67701231,NO,1.0
67810426,GB,0.16666666666666666
67810426,NO,0.8333333333333334
67928828,NL,0.5
67928828,NO,0.5
67997509,IN,0.2
67997509,NO,0.2
67997509,SG,0.6
68108921,NO,1.0
68291597,NO,0.5
68291597,US,0.5
68292617,GB,0.3333333333333333
68292617,IE,0.3333333333333333
68292617,NO,0.3333333333333333
68315280,NL,0.5
68315280,NO,0.5
68315372,NO,1.0
68342458,NO,0.5
68342458,PL,0.5
68425536,NO,0.2857142857142857
68425536,US,0.7142857142857143
68614305,NO,0.75
68614305,US,0.25
68728301,NO,1.0
68763676,NO,0.8
68763676,US,0.2
68764636,NO,0.5
68764636,US,0.5
68768884,NO,1.0
68917589,NL,0.4
68917589,NO,0.4
68917589,US,0.2
69005258,NL,0.3333333333333333
69005258,NO,0.5
69005258,US,0.16666666666666666
69005761,NO,1.0
69059106,NO,0.3333333333333333
69059106,US,0.6666666666666666
69061430,NO,0.875
69061430,US,0.125
69062099,GB,0.75
69062099,NO,0.25
69086376,NO,1.0
69104300,ES,0.2
69104300,NO,0.8
69137215,GB,0.2
69137215,NO,0.8
69147180,NO,1.0
69165466,NO,1.0
69186599,NO,1.0
69322634,NO,1.0
69322907,NO,1.0
69493486,NO,1.0
69626225,NO,1.0
69626234,NO,1.0
69636765,NO,1.0
69639782,GB,0.6666666666666666
69639782,NO,0.3333333333333333
69740251,DE,0.6666666666666666
69740251,NO,0.3333333333333333
69810688,NO,1.0
69844865,NO,1.0
69846240,NO,1.0
69903021,NO,1.0
70228770,NL,0.5
70228770,NO,0.5
70278581,NO,1.0
70289747,DK,0.3333333333333333
70289747,NO,0.6666666666666666
70295139,NO,0.2
70295139,TW,0.2
70295139,US,0.6
70458586,GB,0.3333333333333333
70458586,IE,0.3333333333333333
70458586,NO,0.3333333333333333
70465214,NO,1.0
70476117,NO,1.0
70546530,BR,0.09090909090909091
70546530,IN,0.09090909090909091
70546530,NO,0.7272727272727273
70546530,SE,0.09090909090909091
70546578,NO,1.0
70546641,NO,1.0
70553245,NO,1.0
70553403,NO,0.3333333333333333
70553403,US,0.6666666666666666
70680242,BE,0.3333333333333333
70680242,NL,0.3333333333333333
70680242,NO,0.3333333333333333
70726501,NO,0.6666666666666666
70726501,US,0.3333333333333333
70768774,NO,1.0
70768990,NO,1.0
70803013,NO,1.0
70857017,DE,0.2
70857017,FR,0.2
70857017,NL,0.4
70857017,NO,0.2
70861217,BE,0.75
70861217,NO,0.25
70921797,NO,1.0
71080219,CN,0.125
71080219,NO,0.375
71080219,US,0.5
71080626,NO,1.0
71083400,BE,0.6666666666666666
71083400,NO,0.3333333333333333
71608241,NO,1.0
71615893,NO,1.0
71787005,NO,0.5
71787005,US,0.5
71835579,FR,0.3333333333333333
71835579,NO,0.6666666666666666
71895040,NO,0.5
71895040,US,0.5
71944174,NO,0.5
71944174,US,0.5
71949674,DE,0.25
71949674,NO,0.75
72050394,DE,0.125
72050394,FI,0.25
72050394,GB,0.125
72050394,NL,0.125
72050394,NO,0.375
72050473,NO,1.0
72139990,NO,1.0
72235027,NO,0.5
72235027,US,0.5
72241297,NO,1.0
72266891,NO,0.6
72266891,US,0.4
72422335,NO,1.0
72422609,NO,0.75
72422609,US,0.25
72428246,NO,1.0
72515774,NO,0.8
72515774,US,0.2
72826934,NO,1.0
72896210,NO,1.0
72915797,NO,1.0
73014525,NO,1.0
73401839,NO,1.0
73451196,NO,1.0
73476146,NO,1.0
73497753,NO,1.0
73646343,NO,1.0
73646467,NO,0.2857142857142857
73646467,SA,0.5714285714285714
73646467,US,0.14285714285714285
73695101,NO,1.0
73744651,NO,0.5
73744651,US,0.5
73781446,NO,1.0
73781472,NO,0.3333333333333333
73781472,US,0.6666666666666666
74059778,NO,1.0
74104237,US,1.0
74181203,NO,0.5
74181203,SE,0.5
74187163,NL,0.5
74187163,NO,0.5
74205673,BE,0.3333333333333333
74205673,NL,0.3333333333333333
74205673,NO,0.3333333333333333
74205711,DE,0.8
74205711,NO,0.2
74211208,NO,1.0
74228359,IN,0.25
74228359,JP,0.25
74228359,NO,0.25
74228359,US,0.25
74418194,NO,0.25
74418194,US,0.75
74494810,DE,0.2222222222222222
74494810,NO,0.7777777777777778
74561691,BR,0.5
74561691,NO,0.5
74561826,DE,0.75
74561826,NO,0.25
74566490,NO,1.0
74568744,GB,0.4
74568744,NO,0.2
74568744,US,0.4
74661318,FR,0.5
74661318,NO,0.5
74667706,FI,0.6666666666666666
74667706,NO,0.3333333333333333
74667751,FI,0.5
74667751,NO,0.5
74669502,NO,1.0
74673088,DE,0.5
74673088,NO,0.5
74673128,NO,1.0
74673162,GB,0.4
74673162,NO,0.6
74678839,NO,1.0
74678960,NO,1.0
74678969,GB,0.25
74678969,NO,0.75
74679039,GB,0.5
74679039,NO,0.5
74683940,NO,1.0
74759495,NO,0.5714285714285714
74759495,US,0.42857142857142855
74844971,NO,1.0
74856697,NO,1.0
74856810,FR,0.3333333333333333
74856810,NO,0.3333333333333333
74856810,SE,0.3333333333333333
74858223,DE,0.8
74858223,NO,0.2
74858353,NO,1.0
74858381,FR,0.3333333333333333
74858381,NO,0.6666666666666666
74858735,CH,0.25
74858735,NL,0.5
74858735,NO,0.25
74859050,FI,0.6666666666666666
74859050,NO,0.3333333333333333
74859178,NL,0.25
74859178,NO,0.25
74859178,US,0.5
74859292,NO,1.0
74859759,FR,0.3333333333333333
74859759,NO,0.6666666666666666
74859760,FR,0.3333333333333333
74859760,NO,0.6666666666666666
74865311,GB,0.2
74865311,NO,0.8
74865391,NO,1.0
74867403,NO,1.0
74870795,DK,0.07142857142857142
74870795,NO,0.8571428571428571
74870795,SG,0.07142857142857142
74871245,CH,0.2
74871245,NO,0.8
74871256,CH,0.16666666666666666
74871256,NO,0.8333333333333334
74871262,CH,0.2
74871262,NO,0.8
74871268,CH,0.2
74871268,NO,0.8
74871739,NO,1.0
74873595,NO,0.75
74873595,US,0.25
74874673,DE,0.5
74874673,NO,0.5
74878994,GB,0.2
74878994,NO,0.8
74879119,FI,0.3333333333333333
74879119,NO,0.6666666666666666
74879746,NO,1.0
74879896,NO,0.3333333333333333
74879896,US,0.6666666666666666
74947002,NO,1.0
75108123,NO,1.0
75108645,ES,0.5
75108645,NO,0.5
75108647,AU,0.2
75108647,GB,0.2
75108647,NO,0.2
75108647,US,0.4
75108757,NO,1.0
75143529,NO,1.0
75143624,NO,1.0
75143639,NO,1.0
75173069,NO,1.0
75223190,CH,0.16666666666666666
75223190,NO,0.8333333333333334
75223383,NO,1.0
75252554,BE,0.3333333333333333
75252554,FI,0.3333333333333333
75252554,NO,0.3333333333333333
75277807,BE,0.8
75277807,NO,0.2
75277910,NO,1.0
75278321,NO,1.0
75302245,BE,0.16666666666666666
75302245,FI,0.16666666666666666
75302245,FR,0.3333333333333333
75302245,NO,0.3333333333333333
75338915,BR,0.2
75338915,CH,0.6
75338915,NO,0.2
75338968,NO,1.0
75339117,NO,1.0
75339220,NO,1.0
75339244,NO,1.0
75339765,GB,0.2857142857142857
75339765,NO,0.14285714285714285
75339765,SE,0.5714285714285714
75362480,NO,1.0
75377335,GB,0.6666666666666666
75377335,NO,0.3333333333333333
75377362,FI,0.2
75377362,GB,0.2
75377362,NO,0.6
75377376,NO,1.0
75377393,NO,1.0
75382704,CA,0.1111111111111111
75382704,FR,0.1111111111111111
75382704,NL,0.1111111111111111
75382704,NO,0.2222222222222222
75382704,US,0.4444444444444444
75382722,NO,1.0
75396825,DE,0.1111111111111111
75396825,FR,0.4444444444444444
75396825,GB,0.2222222222222222
75396825,GE,0.1111111111111111
75396825,NO,0.1111111111111111
75426600,NO,0.6666666666666666
75426600,US,0.3333333333333333
75438700,NO,1.0
75439421,NO,1.0
75472491,GB,0.3333333333333333
75472491,NO,0.6666666666666666
75472510,NO,1.0
75472546,GB,0.3333333333333333
75472546,NO,0.6666666666666666
75472617,NO,1.0
75538815,NO,1.0
75539309,NO,1.0
75539316,DE,0.25
75539316,NO,0.75
75562632,NO,1.0
75562667,NO,1.0
75623186,NO,1.0
75623223,NO,1.0
75625504,NO,1.0
75625514,FR,0.25
75625514,NO,0.75
75659951,FR,0.5
75659951,NO,0.5
75674697,CH,0.14285714285714285
75674697,IN,0.2857142857142857
75674697,NO,0.14285714285714285
75674697,SE,0.42857142857142855
75674910,NO,1.0
75689863,NO,1.0
75689873,NO,1.0
75689899,NO,1.0
75689964,NO,1.0
75715502,NO,0.75
75715502,US,0.25
75728774,FR,0.25
75728774,NO,0.75
75783488,GB,0.16666666666666666
75783488,NO,0.8333333333333334
75783518,NO,1.0
75783519,CN,0.2
75783519,GB,0.2
75783519,IT,0.2
75783519,NO,0.2
75783519,SE,0.2
75783537,NO,1.0
75783587,NO,1.0
75783629,NO,1.0
75783680,GB,0.25
75783680,NO,0.5
75783680,SE,0.25
75783683,NO,1.0
75783685,NO,1.0
75783691,NO,1.0
75783718,NO,1.0
75783725,GB,0.3333333333333333
75783725,NO,0.6666666666666666
75783800,NO,1.0
75825423,DE,0.75
75825423,NO,0.25
75825573,DE,0.5
75825573,IE,0.25
75825573,NO,0.25
75847370,US,1.0
75848552,NO,1.0
75870604,NO,1.0
75883629,NO,0.75
75883629,SE,0.25
75883646,NO,1.0
75904848,FR,0.3333333333333333
75904848,NO,0.3333333333333333
75904848,SE,0.3333333333333333
75908967,NO,0.2
75908967,US,0.8
75912126,NO,1.0
75919357,CH,0.6666666666666666
75919357,NO,0.3333333333333333
75936799,NO,1.0
75949464,NO,1.0
75973750,NO,0.5
75973750,US,0.5
75973754,NO,0.16666666666666666
75973754,US,0.8333333333333334
75981711,NO,0.75
75981711,US,0.25
76011774,NO,1.0
76011945,NO,1.0
76034738,FR,0.6666666666666666
76034738,NO,0.3333333333333333
76059662,NO,1.0
76059759,BE,0.25
76059759,FR,0.25
76059759,IT,0.25
76059759,NO,0.25
76137930,NL,0.3333333333333333
76137930,NO,0.6666666666666666
76159982,NO,1.0
76180995,DE,0.2
76180995,NO,0.6
76180995,US,0.2
76193425,GB,0.5384615384615384
76193425,NO,0.3076923076923077
76193425,US,0.15384615384615385
76193586,NO,1.0
76193594,NO,1.0
76193597,NO,1.0
76209574,NO,0.14285714285714285
76209574,US,0.8571428571428571
76250126,NO,0.8
76250126,SE,0.2
76270135,NO,1.0
76283662,AE,0.3333333333333333
76283662,GB,0.3333333333333333
76283662,NO,0.3333333333333333
76300982,NO,1.0
76300986,NO,1.0
76301108,NO,1.0
76301163,NO,1.0
76305733,US,1.0
76330563,NO,1.0
76355408,FR,0.25
76355408,NO,0.75
76374946,NO,0.3076923076923077
76374946,SE,0.6923076923076923
76377591,GB,0.2
76377591,NO,0.8
76377767,GB,0.16666666666666666
76377767,NO,0.8333333333333334
76377794,FI,0.4
76377794,NO,0.4
76377794,PL,0.2
76377826,DE,0.5
76377826,DK,0.16666666666666666
76377826,NO,0.3333333333333333
76377835,NO,1.0
76444299,BE,0.25
76444299,FR,0.5
76444299,NO,0.25
76444469,NO,1.0
76444519,NO,1.0
76466258,CN,0.8
76466258,NO,0.2
76477919,NO,1.0
76483011,NO,1.0
76550530,NO,1.0
76550579,CA,0.16666666666666666
76550579,DE,0.16666666666666666
76550579,NO,0.6666666666666666
76550616,FI,0.6666666666666666
76550616,NO,0.3333333333333333
76584298,BE,0.5
76584298,NO,0.5
76584374,CH,0.2
76584374,DE,0.2
76584374,NO,0.4
76584374,SE,0.2
76584439,AU,0.5
76584439,FI,0.25
76584439,NO,0.25
76601109,DE,0.5
76601109,NO,0.5
76637588,NO,1.0
76637601,NO,1.0
76637645,NO,1.0
76637646,NO,1.0
76637655,NO,1.0
76637657,NO,1.0
76637704,NO,1.0
76637728,NO,1.0
76637801,NO,1.0
76641593,DE,0.75
76641593,NO,0.25
76695500,NO,1.0
76695631,NO,1.0
76708070,NO,1.0
76708403,MT,0.3333333333333333
76708403,NO,0.6666666666666666
76730389,NO,1.0
76730434,NO,1.0
76741374,NO,0.5
76741374,US,0.5
76741396,NO,1.0
76741427,NO,1.0
76741467,DE,0.5
76741467,NO,0.5
76838897,NO,1.0
76838915,GB,0.8
76838915,NO,0.2
76838922,NO,1.0
76845166,FR,0.5
76845166,NO,0.5
76857946,NO,0.25
76857946,US,0.75
76885259,CN,0.6666666666666666
76885259,NO,0.3333333333333333
76891089,GB,0.2
76891089,NO,0.4
76891089,SE,0.4
76920719,FR,0.5
76920719,NO,0.5
76954388,NO,1.0
76954389,CH,0.25
76954389,NO,0.75
76954449,GB,0.6666666666666666
76954449,NO,0.3333333333333333
76954450,GB,0.7647058823529411
76954450,NO,0.23529411764705882
76954485,GB,0.5
76954485,NO,0.5
76954503,GB,0.2
76954503,NO,0.8
76954594,NO,1.0
76954617,DE,0.09090909090909091
76954617,GB,0.09090909090909091
76954617,NL,0.18181818181818182
76954617,NO,0.6363636363636364
76971173,CA,0.09090909090909091
76971173,FR,0.09090909090909091
76971173,NL,0.09090909090909091
76971173,NO,0.09090909090909091
76971173,US,0.6363636363636364
76971972,NO,1.0
76991849,NO,1.0
77050617,NO,1.0
77050622,NO,1.0
77050633,NO,1.0
77050695,NO,1.0
77071212,BE,0.3333333333333333
77071212,BR,0.3333333333333333
77071212,NO,0.3333333333333333
77071449,NO,1.0
77079065,NO,1.0
77079069,NO,1.0
77179460,NO,1.0
77179462,NO,1.0
77179507,NO,1.0
77179511,NO,1.0
77179512,NO,1.0
77179513,NO,1.0
77179526,NO,1.0
77179545,NO,1.0
77179549,NO,1.0
77179554,NO,1.0
77179556,NO,1.0
77179640,DE,0.5
77179640,NO,0.5
77179875,NO,1.0
77180233,FR,0.5
77180233,NO,0.25
77180233,US,0.25
77226815,NO,1.0
77256845,NO,1.0
77265018,NO,1.0
77265171,NO,1.0
77272861,NO,0.45454545454545453
77272861,US,0.5454545454545454
77274384,BE,0.5
77274384,NO,0.5
77274422,NO,1.0
77274458,GB,0.25
77274458,NO,0.75
77274533,NO,1.0
77274569,GB,0.25
77274569,NO,0.75
77274601,NO,1.0
77338715,NO,1.0
77353786,NO,1.0
77353839,DE,0.5
77353839,NO,0.5
77353883,NO,1.0
77353905,NO,1.0
77353951,NO,1.0
77353982,NO,1.0
77354008,NO,1.0
77398385,NO,1.0
77443336,NO,1.0
77443404,NO,1.0
77491967,NO,1.0
77499721,BE,0.16666666666666666
77499721,NL,0.16666666666666666
77499721,NO,0.6666666666666666
77499725,BE,0.16666666666666666
77499725,NL,0.16666666666666666
77499725,NO,0.6666666666666666
77518971,AT,0.125
77518971,BE,0.25
77518971,DE,0.125
77518971,FR,0.125
77518971,IT,0.125
77518971,NL,0.125
77518971,NO,0.125
77519120,GB,0.8571428571428571
77519120,NO,0.14285714285714285
77520556,NO,0.8
77520556,US,0.2
77541101,NO,1.0
77541104,NO,1.0
77612538,DE,0.6
77612538,FI,0.2
77612538,NO,0.2
77651167,NO,1.0
77651224,DE,0.125
77651224,GB,0.125
77651224,NO,0.75
77651243,NO,1.0
77651247,GB,0.3333333333333333
77651247,NO,0.6666666666666666
77651258,FI,0.6666666666666666
77651258,NO,0.3333333333333333
77651352,NO,1.0
77651374,NO,1.0
77651385,NO,1.0
77651420,GB,0.3333333333333333
77651420,NO,0.6666666666666666
77666140,DE,0.5
77666140,NO,0.5
77666205,DE,0.5
77666205,NO,0.5
77666505,NO,1.0
77710542,BE,0.5
77710542,NO,0.5
77711177,FR,0.6666666666666666
77711177,NO,0.3333333333333333
77726425,FR,0.3333333333333333
77726425,NO,0.6666666666666666
77774823,FI,0.14285714285714285
77774823,NO,0.7142857142857143
77774823,SE,0.14285714285714285
77854452,NO,0.25
77854452,US,0.75
77859894,NO,1.0
77859955,NO,1.0
77860096,NO,1.0
77892622,NO,0.25
77892622,US,0.75
77913013,NO,1.0
77913930,BR,0.8
77913930,NO,0.2
77913965,AE,0.5
77913965,NO,0.5
77914010,NO,1.0
77930414,NO,1.0
77998908,FR,0.5
77998908,NO,0.5
77999706,NO,1.0
77999718,NO,1.0
77999728,FI,0.2
77999728,NO,0.8
78049496,NO,1.0
78049512,GB,0.6
78049512,NO,0.4
78076741,NO,1.0
78080235,DK,0.125
78080235,NO,0.875
78081604,CN,0.2
78081604,NO,0.4
78081604,US,0.4
78085476,NO,1.0
78085563,DK,0.125
78085563,NO,0.875
78086609,NO,1.0
78087017,NO,1.0
78114129,DK,0.6666666666666666
78114129,NO,0.3333333333333333
78149276,NO,1.0
78149310,NO,0.3333333333333333
78149310,US,0.6666666666666666
78149430,GB,0.25
78149430,NO,0.75
78179173,CH,0.16666666666666666
78179173,DK,0.6666666666666666
78179173,US,0.16666666666666666
78221932,CA,0.08333333333333333
78221932,FR,0.08333333333333333
78221932,NL,0.08333333333333333
78221932,NO,0.3333333333333333
78221932,US,0.4166666666666667
78269084,NO,1.0
78270297,NO,1.0
78292365,NO,1.0
78302707,NO,1.0
78333015,NO,1.0
78333016,NO,1.0
78373713,NO,1.0
78373715,NO,1.0
78399559,GB,0.3333333333333333
78399559,NO,0.6666666666666666
78399571,BE,0.4
78399571,NO,0.6
78399758,NO,1.0
78414448,AT,0.4
78414448,LI,0.2
78414448,NO,0.4
78414611,FR,0.25
78414611,NO,0.75
78463435,FR,0.3333333333333333
78463435,NO,0.6666666666666666
78497755,AE,0.5
78497755,NO,0.5
78497777,GB,0.3333333333333333
78497777,NO,0.6666666666666666
78497813,NO,1.0
78497950,NO,1.0
78500332,DE,0.5
78500332,NO,0.5
78500346,GB,0.3333333333333333
78500346,NL,0.3333333333333333
78500346,NO,0.3333333333333333
78513390,NO,0.5
78513390,US,0.5
78516554,NO,1.0
78516659,CH,0.125
78516659,NO,0.875
78617355,FR,0.6
78617355,NO,0.2
78617355,SE,0.2
78617356,FR,0.5
78617356,NO,0.5
78649093,DE,0.6666666666666666
78649093,NO,0.3333333333333333
78649209,CH,0.25
78649209,LI,0.25
78649209,NO,0.5
78705808,NO,0.6666666666666666
78705808,US,0.3333333333333333
78705841,NO,0.6666666666666666
78705841,US,0.3333333333333333
78708861,CA,0.14285714285714285
78708861,FR,0.5714285714285714
78708861,NO,0.14285714285714285
78708861,US,0.14285714285714285
78709263,BE,0.3333333333333333
78709263,NO,0.6666666666666666
78718372,NO,1.0
78718395,NO,1.0
78718412,GB,0.3333333333333333
78718412,NO,0.6666666666666666
78718558,GB,0.3333333333333333
78718558,NO,0.6666666666666666
78789715,JP,0.4
78789715,NL,0.2
78789715,NO,0.4
78805909,NO,1.0
78806108,GB,0.5
78806108,NO,0.5
78806113,CH,0.3333333333333333
78806113,NO,0.6666666666666666
78806135,NO,1.0
78806160,NO,1.0
78821899,FR,0.7
78821899,NO,0.3
78821953,DE,0.8571428571428571
78821953,NO,0.14285714285714285
78827798,CH,0.6666666666666666
78827798,NO,0.3333333333333333
78828452,NO,1.0
78828491,NO,1.0
78828508,AT,0.16666666666666666
78828508,DE,0.16666666666666666
78828508,NO,0.6666666666666666
78829376,NL,0.8
78829376,NO,0.2
78829634,NO,1.0
78830494,NO,1.0
78844779,BE,0.3333333333333333
78844779,FI,0.3333333333333333
78844779,NO,0.3333333333333333
78845056,CH,0.2
78845056,NO,0.8
78845442,DE,0.7142857142857143
78845442,FI,0.14285714285714285
78845442,NO,0.14285714285714285
78916582,NL,0.5
78916582,NO,0.5
78916886,DK,0.2
78916886,NO,0.2
78916886,SK,0.6
78918687,NO,1.0
79021166,NO,1.0
79024141,NO,1.0
79024688,NO,1.0
79025202,NO,1.0
